kelelahan,demam,nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;demam tifoid,hepatitis A;hepatitis A;0.53952
dehidrasi,sakit kepala,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;diare akut;0.3393
mudah merasa kenyang setelah makan makanan berukuran normal,kembung,muntah,mual;hepatitis A,maag;maag;0.4192
lemas,kehilangan nafsu makan,kelelahan,sesak napas,pusing;anemia,penyakit jantung koroner;anemia;0.52939
penglihatan kabur,sakit kepala belakang,lemas,detak jantung tak teratur,sesak napas;anemia,hipertensi;hipertensi;0.53011
lemas,sesak napas,kelelahan,kehilangan nafsu makan,pusing;anemia,hepatitis A;anemia;0.52939
nyeri untuk melirik,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,migrain;demam berdarah dengue;0.40304
demam turun pada hari keempat tanpa obat,nyeri untuk melirik,muntah,sakit kepala,mual;demam berdarah dengue,maag;demam berdarah dengue;0.46224
feses encer,kram perut,muntah,mual;diare akut,migrain;diare akut;0.38158
tercium bau tidak sedap jika menunduk,keluar lendir dari hidung,batuk,hidung tersumbat,demam;infeksi saluran napas akut,rinosinusitis;rinosinusitis;0.54507
demam tinggi di malam hari,kehilangan nafsu makan,muntah,mual;demam tifoid,maag;demam tifoid;0.32186
feses encer,buang air besar lebih dari 2 kali sehari,sakit kepala,demam;diare akut,tonsilitis/amandel;diare akut;0.43929
mudah merasa kenyang setelah makan makanan berukuran normal,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;maag,penyakit jantung koroner;maag;0.42872
detak jantung tak teratur,sesak napas,kelelahan,kehilangan nafsu makan;anemia,campak;anemia;0.41174
demam tinggi,kehilangan nafsu makan,mata berair,bersin-bersin;campak,rintis alergi;campak;0.38158
mudah merasa kenyang setelah makan makanan berukuran normal,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;demam tifoid,maag;maag;0.42872
demam tinggi,nyeri untuk melirik,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.46224
sakit kepala,pembengkakan kelenjar getah bening di leher,batuk,sakit tenggorokan,demam;faringitis,tonsilitis/amandel;faringitis;0.54389
kulit kekuningan,pusing,kelelahan,demam;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
nyeri otot,nyeri untuk melirik,muntah,mual;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.35882
sakit kepala,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.35882
kram perut,dehidrasi,muntah,mual;diare akut,migrain;diare akut;0.34292
nyeri kepala,pusing,muntah,mual;hepatitis A,migrain;maag;0.31124
buang air besar lebih dari 2 kali sehari,dehidrasi,muntah,demam,kehilangan nafsu makan,mual;diare akut,hepatitis A;diare akut;0.48359
kehilangan nafsu makan,pusing,muntah,mual;demam berdarah dengue,hepatitis A;hepatitis A;0.37434
muntah,demam,kelelahan,kehilangan nafsu makan,pusing;anemia,hepatitis A;hepatitis A;0.47672
kelelahan,paru-paru terhambat,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.44321
nyeri kepala,lidah tertutup selaput putih kotor,muntah,mual,pusing;demam tifoid,penyakit jantung koroner;demam tifoid;0.37837
demam,pusing,muntah,mual;hepatitis A,maag;hepatitis A;0.40413
diare,pusing,muntah,mual;demam tifoid,migrain;demam tifoid;0.32186
sesak napas,riwayat kolesterol tinggi / kencing manis,kelelahan,muntah,mual,pusing;hepatitis A,penyakit jantung koroner;penyakit jantung koroner;0.56818
lidah tertutup selaput putih kotor,mual,kehilangan nafsu makan,pusing;anemia,demam tifoid;hepatitis A;0.31994
ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,kelelahan,mata berair,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
hidung tersumbat,paru-paru terhambat,batuk,sakit tenggorokan,demam;faringitis,infeksi saluran napas akut;faringitis;0.54389
sensitif terhadap cahaya,bersin-bersin,mata berair,mata merah;campak,konjungtivitis/mata merah;keratitis akut;0.38752
lemas,sesak napas,kehilangan nafsu makan,pusing;anemia,demam tifoid;anemia;0.39493
demam turun pada hari keempat tanpa obat,nyeri untuk melirik,muntah,mual;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.42515
kelelahan,sesak napas,muntah,mual;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.38529
kesemutan,kencing lebih sering pada malam hari,lemas,penglihatan kabur;diabetes melitus,hipertensi;diabetes melitus;0.39291
mudah merasa kenyang setelah makan makanan berukuran normal,bersendawa,muntah,sakit kepala,mual;demam berdarah dengue,maag;maag;0.4439
kelelahan,demam,muntah,mual;hepatitis A,migrain;hepatitis A;0.40413
nyeri kepala,kehilangan nafsu makan,muntah,mual;hepatitis A,migrain;hepatitis A;0.37434
sembelit,nyeri otot,muntah,mual,pusing;demam tifoid,penyakit jantung koroner;demam tifoid;0.35755
mata bengkak,hidung gatal,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
batuk,tubuh terasa sakit,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.36073
sakit saat menelan,napas bau,sakit kepala,demam;diare akut,tonsilitis/amandel;tonsilitis/amandel;0.40457
lemas,kulit gatal,nyeri kepala,demam;hepatitis A,varisela / cacar air;varisela / cacar air;0.52545
demam tinggi,demam turun pada hari keempat tanpa obat,muntah,sakit kepala,mual;demam berdarah dengue,maag;demam berdarah dengue;0.48215
nyeri otot,kehilangan nafsu makan,muntah,mual;demam tifoid,maag;hepatitis A;0.31994
kelelahan,demam,muntah,mual;hepatitis A,maag;hepatitis A;0.40413
kembung,rasa asam di mulut,muntah,mual;hepatitis A,maag;maag;0.39109
nyeri kepala,sembelit,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;demam tifoid;0.41109
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,mata merah,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.3321
sembelit,lidah tertutup selaput putih kotor,muntah,mual;demam tifoid,maag;demam tifoid;0.37837
mudah merasa kenyang setelah makan makanan berukuran normal,kembung,muntah,sakit kepala,mual;diare akut,maag;maag;0.45287
kembung,rasa asam di mulut,muntah,sakit kepala,mual;diare akut,maag;maag;0.42639
hidung tersumbat,tubuh terasa sakit,kelelahan,demam;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.36073
demam tinggi,mata berair,kelelahan,kehilangan nafsu makan;campak,hepatitis A;campak;0.3321
hidung berair,mata gatal,mata berair,bersin-bersin;campak,rintis alergi;rintis alergi;0.40502
nyeri dada kiri luas dan tiba-tiba,riwayat kolesterol tinggi / kencing manis,muntah,mual;maag,penyakit jantung koroner;penyakit jantung koroner;0.50652
hidung tersumbat,hidung berair,batuk,sakit tenggorokan,demam;faringitis,infeksi saluran napas akut;faringitis;0.54389
hidung berair,sakit tenggorokan,batuk,hidung tersumbat,demam;infeksi saluran napas akut,rinosinusitis;faringitis;0.54389
sakit kepala,bersendawa,muntah,mual;maag,penyakit jantung koroner;maag;0.38111
lemas,bercak merah dan tidak gatal pada kulit,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.40019
kelelahan,mual,nyeri kepala,demam;hepatitis A,varisela / cacar air;hepatitis A;0.40413
feses encer,dehidrasi,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.41271
kulit kekuningan,mual,kelelahan,demam;hepatitis A,infeksi saluran napas akut;hepatitis A;0.48186
mudah merasa kenyang setelah makan makanan berukuran normal,perih di ulu hati,muntah,sakit kepala,mual;diare akut,maag;maag;0.47081
mata berair,bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kelelahan,kehilangan nafsu makan;anemia,campak;anemia;0.29136
sensitif terhadap suara,sakit kepala sebagian kiri atau kanan,muntah,mual;diare akut,migrain;migrain;0.52839
nyeri kepala,demam,kelelahan,kehilangan nafsu makan;campak,hepatitis A;hepatitis A;0.43122
muntah,mual,kelelahan,kehilangan nafsu makan;campak,hepatitis A;hepatitis A;0.37434
hidung berair,dipengaruhi oleh makanan / keadaan tertentu (dingin,debu),mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;rintis alergi;0.40502
demam tinggi,kehilangan nafsu makan,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;campak;0.38158
kelelahan,kehilangan nafsu makan,muntah,mual;hepatitis A,migrain;hepatitis A;0.37434
sakit tenggorokan,kesulitan menelan,batuk,demam;faringitis,rinosinusitis;faringitis;0.61991
ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya,mata berair,bersin-bersin;campak,rintis alergi;keratitis akut;0.38752
sembelit,kehilangan nafsu makan,muntah,mual,pusing;demam tifoid,penyakit jantung koroner;hepatitis A;0.37434
batuk,tubuh terasa sakit,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.50081
sakit tenggorokan,demam,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.50081
nyeri dada kiri luas dan tiba-tiba,mual,kelelahan,sesak napas,pusing;anemia,penyakit jantung koroner;penyakit jantung koroner;0.525
tubuh terasa sakit,paru-paru terhambat,batuk,sakit tenggorokan,demam;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
nyeri kepala,lidah tertutup selaput putih kotor,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;demam tifoid;0.41109
lemas,demam turun pada hari keempat tanpa obat,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;demam berdarah dengue;0.4224
penglihatan berkurang,iritasi pada mata,mata berair,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.48941
mata gatal,dipengaruhi oleh makanan / keadaan tertentu (dingin,debu),mata berair,bersin-bersin;campak,rintis alergi;rintis alergi;0.40502
buang air besar lebih dari 2 kali sehari,kram perut,muntah,mual;diare akut,penyakit jantung koroner;diare akut;0.38158
nyeri otot,kehilangan nafsu makan,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,bersin-bersin,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.30427
sakit tenggorokan,pembengkakan kelenjar getah bening di leher,batuk,demam;rinosinusitis,tonsilitis/amandel;faringitis;0.54389
sakit tenggorokan,kelelahan,batuk,hidung tersumbat,demam;infeksi saluran napas akut,rinosinusitis;faringitis;0.54389
perih di ulu hati,riwayat makan tidak teratur/makan pedas/asam,muntah,sakit kepala,mual;diare akut,maag;maag;0.48788
diare,pusing,muntah,mual;demam tifoid,maag;demam tifoid;0.32186
demam tinggi,mata merah,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.40631
tubuh terasa sakit,paru-paru terhambat,batuk,hidung tersumbat,demam;infeksi saluran napas akut,rinosinusitis;infeksi saluran napas akut;0.46384
mata bengkak,bersin-bersin,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.35371
demam tinggi,mata merah,mata berair,bersin-bersin;campak,rintis alergi;campak;0.45029
feses encer,demam,muntah,sakit kepala,mual;diare akut,maag;diare akut;0.41271
nyeri otot,lidah tertutup selaput putih kotor,muntah,mual,pusing;demam tifoid,penyakit jantung koroner;demam tifoid;0.35755
sembelit,pusing,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam tifoid;0.35755
lidah tertutup selaput putih kotor,diare,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;demam tifoid;0.41109
demam tinggi di malam hari,diare,nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;demam tifoid,hepatitis A;demam tifoid;0.48858
mudah merasa kenyang setelah makan makanan berukuran normal,kembung,muntah,mual;maag,migrain;maag;0.4192
kelelahan,kehilangan nafsu makan,muntah,mual;hepatitis A,maag;hepatitis A;0.37434
sensitif terhadap cahaya,dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,muntah,mual;demam berdarah dengue,migrain;migrain;0.47599
hidung tersumbat,bersin-bersin,kelelahan,demam;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.40481
sensitif terhadap cahaya,dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,muntah,mual;migrain,penyakit jantung koroner;migrain;0.47599
nyeri dada kiri luas dan tiba-tiba,pusing,muntah,mual;demam berdarah dengue,penyakit jantung koroner;penyakit jantung koroner;0.41944
kelelahan,nyeri dada kiri luas dan tiba-tiba,muntah,mual;migrain,penyakit jantung koroner;penyakit jantung koroner;0.41944
adanya kotoran mata di pagi hari,riwayat kontak positif konjungtivitis,mata berair,mata gatal;konjungtivitis/mata merah,rintis alergi;konjungtivitis/mata merah;0.55125
sensitif terhadap suara,sakit kepala sebagian kiri atau kanan,muntah,mual;demam tifoid,migrain;migrain;0.52839
kram perut,kembung,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.50652
sakit kepala,kembung,muntah,mual;demam tifoid,maag;maag;0.39109
demam tinggi,nyeri untuk melirik,muntah,mual;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.42515
sensitif terhadap suara,dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,muntah,mual;maag,migrain;migrain;0.47599
pembengkakan kelenjar getah bening di leher,bintik-bintik pada amandel,batuk,sakit tenggorokan,demam;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
tubuh terasa sakit,demam,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.36073
mata berair,dipengaruhi oleh makanan / keadaan tertentu (dingin,debu),hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;rintis alergi;0.44468
demam tinggi di malam hari,pusing,muntah,mual;demam tifoid,migrain;demam tifoid;0.32186
demam,kehilangan nafsu makan,muntah,mual;diare akut,penyakit jantung koroner;hepatitis A;0.45595
kehilangan nafsu makan,diare,muntah,mual;demam tifoid,migrain;demam tifoid;0.32186
muntah,mual,kelelahan,demam;hepatitis A,infeksi saluran napas akut;hepatitis A;0.40413
feses encer,dehidrasi,muntah,demam,kehilangan nafsu makan,mual;diare akut,hepatitis A;diare akut;0.48359
nyeri otot,kehilangan nafsu makan,muntah,mual;demam tifoid,migrain;hepatitis A;0.31994
nyeri otot,lidah tertutup selaput putih kotor,muntah,mual;demam tifoid,migrain;demam tifoid;0.32186
demam tinggi di malam hari,diare,muntah,mual,pusing;demam tifoid,penyakit jantung koroner;demam tifoid;0.41109
kelelahan,sesak napas,muntah,mual;diare akut,penyakit jantung koroner;penyakit jantung koroner;0.38529
batuk,demam,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.55245
sembelit,nyeri otot,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;demam tifoid;0.35755
nyeri kepala,kehilangan nafsu makan,muntah,mual;demam tifoid,migrain;hepatitis A;0.37434
hidung berair,mata bengkak,mata berair,bersin-bersin;campak,rintis alergi;rintis alergi;0.38519
sensitif terhadap cahaya,kehilangan nafsu makan,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;campak;0.30427
demam tinggi di malam hari,lidah tertutup selaput putih kotor,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam tifoid;0.41109
tubuh terasa sakit,paru-paru terhambat,batuk,sakit tenggorokan,demam;faringitis,infeksi saluran napas akut;faringitis;0.54389
nyeri kepala,kulit kekuningan,muntah,mual;demam berdarah dengue,hepatitis A;hepatitis A;0.40413
kelelahan,sesak napas,kehilangan nafsu makan,pusing;anemia,demam tifoid;anemia;0.41174
mudah merasa kenyang setelah makan makanan berukuran normal,rasa asam di mulut,muntah,sakit kepala,mual;demam berdarah dengue,maag;maag;0.49303
demam tinggi,bersin-bersin,mata berair,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
lemas,bisul berisi air,nyeri kepala,demam;hepatitis A,varisela / cacar air;varisela / cacar air;0.56859
sakit perut,kembung,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.5312
sembelit,diare,muntah,mual;demam tifoid,maag;irritable bowel syndrome;0.40289
sembelit,diare,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam tifoid;0.41109
sakit kepala,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;demam tifoid,maag;maag;0.40108
ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,bersin-bersin,kelelahan,kehilangan nafsu makan;campak,hepatitis A;campak;0.38158
demam tinggi,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.40631
sesak napas,pusing,muntah,mual;diare akut,penyakit jantung koroner;penyakit jantung koroner;0.38529
nyeri otot,demam tinggi di malam hari,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;demam tifoid;0.35755
buang air besar lebih dari 2 kali sehari,demam,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.41271
nyeri otot,lidah tertutup selaput putih kotor,kehilangan nafsu makan,pusing;anemia,demam tifoid;demam tifoid;0.26161
lemas,nyeri otot,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;demam berdarah dengue;0.35576
bersin-bersin,mata merah,mata berair,sensitif terhadap cahaya;campak,keratitis akut;keratitis akut;0.38752
mudah merasa kenyang setelah makan makanan berukuran normal,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;hepatitis A,maag;maag;0.42872
nyeri kepala,pusing,kelelahan,kehilangan nafsu makan;campak,hepatitis A;anemia;0.29136
batuk,sakit tenggorokan,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;faringitis;0.40136
sensitif terhadap cahaya,kehilangan nafsu makan,mata berair,mata merah;campak,konjungtivitis/mata merah;keratitis akut;0.38752
sesak napas,nyeri dada kiri luas dan tiba-tiba,kelelahan,muntah,mual,pusing;hepatitis A,penyakit jantung koroner;penyakit jantung koroner;0.56818
feses encer,kram perut,muntah,sakit kepala,mual;diare akut,maag;diare akut;0.42423
kehilangan nafsu makan,mual,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
sakit kepala,nyeri otot,muntah,mual;demam berdarah dengue,penyakit jantung koroner;demam tifoid;0.32186
mata bengkak,hidung gatal,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;rintis alergi;0.44108
demam turun pada hari keempat tanpa obat,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.42515
perih di ulu hati,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;hepatitis A,maag;maag;0.45636
lemas,sakit kepala,muntah,mual;demam berdarah dengue,migrain;demam berdarah dengue;0.31132
demam,kehilangan nafsu makan,muntah,mual;demam berdarah dengue,hepatitis A;hepatitis A;0.45595
demam tinggi,bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,mata berair,bersin-bersin;campak,rintis alergi;campak;0.38158
batuk,sakit tenggorokan,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.50081
sembelit,nyeri otot,kehilangan nafsu makan,pusing;anemia,demam tifoid;demam tifoid;0.26161
sakit kepala,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,migrain;demam berdarah dengue;0.35882
kehilangan nafsu makan,diare,muntah,mual;demam tifoid,maag;demam tifoid;0.32186
keluar cairan selain bening,gangguan keseimbangan,demam,nyeri bagian telinga,gangguan pendengaran;otitis media efusi,otitis media supuratif kronik;otitis media akut;0.59212
demam,kehilangan nafsu makan,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;hepatitis A;0.45595
lemas,detak jantung tak teratur,kehilangan nafsu makan,pusing;anemia,demam tifoid;anemia;0.39493
sensitif terhadap suara,sakit kepala sebagian kiri atau kanan,muntah,mual;migrain,penyakit jantung koroner;migrain;0.52839
kulit kekuningan,kehilangan nafsu makan,muntah,mual;demam berdarah dengue,hepatitis A;hepatitis A;0.45595
nyeri kepala,pusing,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.31132
kelelahan,lemas,kehilangan nafsu makan,pusing;anemia,demam tifoid;anemia;0.48348
demam tinggi,nyeri untuk melirik,muntah,mual;demam berdarah dengue,migrain;demam berdarah dengue;0.42515
sensitif terhadap suara,sakit kepala sebagian kiri atau kanan,muntah,mual;hepatitis A,migrain;migrain;0.52839
sakit kepala,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,hepatitis A;demam berdarah dengue;0.35882
nyeri kepala,diare,muntah,mual;demam tifoid,maag;demam tifoid;0.37837
sakit kepala,demam,muntah,mual;diare akut,penyakit jantung koroner;hepatitis A;0.35232
demam tinggi,demam turun pada hari keempat tanpa obat,muntah,nyeri otot,mual;demam berdarah dengue,demam tifoid;demam berdarah dengue;0.48215
kulit gatal,bisul berisi air,nyeri kepala,demam;hepatitis A,varisela / cacar air;varisela / cacar air;0.66104
feses encer,demam,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.41271
kehilangan nafsu makan,mata merah,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;campak;0.38158
sembelit,diare,muntah,mual;demam tifoid,migrain;irritable bowel syndrome;0.40289
ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,bersin-bersin,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.38158
sembelit,demam tinggi di malam hari,nyeri kepala,muntah,kehilangan nafsu makan,mual,pusing;demam tifoid,hepatitis A;demam tifoid;0.48858
hidung tersumbat,hidung berair,kelelahan,demam;hepatitis A,infeksi saluran napas akut;infeksi saluran napas akut;0.42686
kencing lebih sering pada malam hari,mudah lapar,lemas,penglihatan kabur;diabetes melitus,hipertensi;diabetes melitus;0.46296
lemas,kulit pucat,kelelahan,kehilangan nafsu makan,pusing;anemia,hepatitis A;anemia;0.59826
perih di ulu hati,riwayat makan tidak teratur/makan pedas/asam,muntah,sakit kepala,mual;demam berdarah dengue,maag;maag;0.48788
bersendawa,perih di ulu hati,muntah,mual;demam tifoid,maag;maag;0.43824
demam tinggi,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,mata berair,sensitif terhadap cahaya;campak,keratitis akut;campak;0.40631
lidah tertutup selaput putih kotor,pusing,muntah,mual;demam tifoid,migrain;demam tifoid;0.32186
nyeri kepala,pusing,muntah,mual;hepatitis A,maag;maag;0.31124
tubuh terasa sakit,kelelahan,batuk,sakit tenggorokan,demam;faringitis,infeksi saluran napas akut;faringitis;0.54389
kembung,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;hepatitis A,maag;maag;0.43793
sembelit,demam tinggi di malam hari,muntah,mual;demam tifoid,migrain;demam tifoid;0.37837
sakit tenggorokan,sakit saat menelan,batuk,demam;rinosinusitis,tonsilitis/amandel;faringitis;0.54389
kelelahan,kulit pucat,kehilangan nafsu makan,pusing;anemia,demam tifoid;anemia;0.49783
sensitif terhadap cahaya,dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,muntah,mual;maag,migrain;migrain;0.47599
dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,sakit kepala sebagian kiri atau kanan,muntah,mual;migrain,penyakit jantung koroner;migrain;0.55787
napas bau,pembengkakan kelenjar getah bening di leher,sakit kepala,demam;diare akut,tonsilitis/amandel;tonsilitis/amandel;0.40457
nyeri wajah,tidak bisa atau kurang bisa mencium bau,batuk,demam;rinosinusitis,tonsilitis/amandel;rinosinusitis;0.4283
kram perut,sakit kepala,muntah,mual;diare akut,penyakit jantung koroner;maag;0.31124
kelelahan,kulit kekuningan,nyeri kepala,demam;hepatitis A,varisela / cacar air;hepatitis A;0.4583
kelelahan,demam,hidung tersumbat,hidung berair,bersin-bersin;infeksi saluran napas akut,rintis alergi;infeksi saluran napas akut;0.50081
muntah,kulit kekuningan,kelelahan,kehilangan nafsu makan,pusing;anemia,hepatitis A;hepatitis A;0.47672
muntah,kulit kekuningan,kelelahan,demam;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
buang air besar lebih dari 2 kali sehari,dehidrasi,muntah,sakit kepala,mual;diare akut,maag;diare akut;0.41271
nyeri kepala,pusing,muntah,mual;demam berdarah dengue,hepatitis A;maag;0.31124
demam,mual,kelelahan,kehilangan nafsu makan;campak,hepatitis A;hepatitis A;0.45595
demam tinggi,mata berair,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;campak;0.38158
buang air besar lebih dari 2 kali sehari,kehilangan nafsu makan,muntah,sakit kepala,mual;diare akut,maag;diare akut;0.37816
sakit tenggorokan,tubuh terasa sakit,kelelahan,demam;hepatitis A,infeksi saluran napas akut;faringitis;0.4195
feses encer,dehidrasi,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;diare akut;0.41271
kulit kekuningan,pusing,muntah,mual;hepatitis A,migrain;hepatitis A;0.40413
sensitif terhadap cahaya,bersin-bersin,kelelahan,kehilangan nafsu makan;anemia,campak;campak;0.30427
lemas,nyeri otot,muntah,mual;demam berdarah dengue,penyakit jantung koroner;demam berdarah dengue;0.31132
demam turun pada hari keempat tanpa obat,nyeri untuk melirik,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;demam berdarah dengue;0.46224
kehilangan nafsu makan,mata merah,mata berair,bersin-bersin;campak,rintis alergi;campak;0.38158
sensitif terhadap suara,dipengaruhi oleh siklus menstruasi atau makanan tertentu (kopi,muntah,mual;migrain,penyakit jantung koroner;migrain;0.47599
dehidrasi,demam,kram perut,kehilangan nafsu makan;diare akut,konstipasi/sembelit;diare akut;0.37943
sakit saat menelan,bintik-bintik pada amandel,batuk,sakit tenggorokan,demam;infeksi saluran napas akut,tonsilitis/amandel;faringitis;0.54389
batuk,hidung tersumbat,kelelahan,bersin-bersin;campak,infeksi saluran napas akut;infeksi saluran napas akut;0.40481
muntah,mual,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.40289
sakit perut,adanya tekanan atau stress,sembelit,diare;demam tifoid,irritable bowel syndrome;irritable bowel syndrome;0.60152
demam tinggi di malam hari,lidah tertutup selaput putih kotor,muntah,mual;demam tifoid,migrain;demam tifoid;0.37837
demam tinggi,bercak merah dan tidak gatal pada kulit,muntah,mual;demam berdarah dengue,migrain;demam berdarah dengue;0.42515
nyeri kepala,demam,muntah,mual;demam berdarah dengue,hepatitis A;hepatitis A;0.40413
sembelit,pusing,muntah,kehilangan nafsu makan,mual;demam tifoid,diare akut;hepatitis A;0.37434
lemas,nyeri untuk melirik,muntah,sakit kepala,mual;demam berdarah dengue,maag;demam berdarah dengue;0.40019
sembelit,kehilangan nafsu makan,muntah,mual;demam tifoid,maag;demam tifoid;0.32186
bersendawa,riwayat makan tidak teratur/makan pedas/asam,muntah,mual;hepatitis A,maag;maag;0.42872
kram perut,kehilangan nafsu makan,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.35225
kram perut,demam,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.38824
feses encer,sakit kepala,muntah,mual;diare akut,penyakit jantung koroner;diare akut;0.3321
muntah,demam tinggi di malam hari,kehilangan nafsu makan,pusing;anemia,demam tifoid;demam tifoid;0.29237
nyeri kepala,kulit kekuningan,kelelahan,demam;hepatitis A,infeksi saluran napas akut;hepatitis A;0.4583
kembung,rasa asam di mulut,muntah,sakit kepala,mual;demam berdarah dengue,maag;maag;0.42639
dehidrasi,demam,muntah,sakit kepala,mual;demam berdarah dengue,diare akut;diare akut;0.376
